user_id,gender,income_level,age
867583393902,Female,High,25 - 34
867583393905,Male,High,25 - 34
867583393908,Female,High,< 18
867583393912,Male,Low,25 - 34
867583393915,Female,Low,25 - 34
867583393917,Female,Low,< 18
867583393918,Male,Low,25 - 34
867583393919,Female,Low,18 - 24
867583393930,Female,Medium,18 - 24
867583393941,Male,Low,< 18
867583393943,Male,Low,25 - 34
867583393947,Female,Low,< 18
867583393949,Male,Medium,35 - 44
867583393951,Female,Medium,18 - 24
867583393955,Female,Low,18 - 24
867583393958,Male,Medium,35 - 44
867583393960,Female,Low,25 - 34
867583393973,Female,Low,18 - 24
867583394038,Male,Low,< 18
867583394043,Female,Low,25 - 34
867583394050,Female,Low,25 - 34
867583394072,Male,Low,25 - 34
867583394141,Male,Low,18 - 24
867583394157,Female,Low,18 - 24
867583394174,Male,Low,< 18
867583394205,Female,Medium,25 - 34
867583394256,Female,Low,25 - 34
867583394277,Male,High,< 18
867583394312,Female,Medium,25 - 34
867583394317,Male,Low,< 18
876173328439,Male,High,25 - 34
876173328445,Female,Low,< 18
876173328446,Female,Low,18 - 24
876173328450,Female,Low,< 18
876173328451,Male,Medium,35 - 44
876173328456,Female,Medium,25 - 34
876173328460,Female,Medium,25 - 34
876173328462,Female,Low,18 - 24
876173328463,Female,Low,< 18
876173328464,Male,High,25 - 34
876173328467,Male,Low,25 - 34
876173328468,Male,Low,18 - 24
876173328472,Female,Medium,18 - 24
876173328474,Female,Medium,25 - 34
876173328476,Male,High,25 - 34
876173328477,Female,Medium,25 - 34
876173328479,Male,Low,25 - 34
876173328494,Male,Low,25 - 34
876173328523,Female,Medium,25 - 34
876173328528,Female,Medium,25 - 34
876173328531,Male,High,25 - 34
876173328541,Male,Low,18 - 24
876173328544,Female,Low,45 - 54
876173328549,Female,Medium,25 - 34
876173328558,Male,Low,18 - 24
876173328559,Male,High,18 - 24
876173328587,Female,High,18 - 24
876173328599,Female,Medium,25 - 34
876173328600,Male,Medium,18 - 24
876173328603,Male,Medium,< 18
876173328677,Female,Low,18 - 24
876173328688,Female,Low,25 - 34
876173328689,Male,Low,35 - 44
876173328697,Male,Low,< 18
876173328709,Female,Low,18 - 24
876173328715,Male,Medium,25 - 34
876173328771,Female,Medium,< 18
876173328773,Female,Low,< 18
876173328774,Female,Medium,18 - 24
876173328779,Female,Medium,18 - 24
876173328787,Female,Low,18 - 24
876173328801,Female,Low,18 - 24
876173328871,Male,Low,18 - 24
876173328922,Male,Low,25 - 34
876173328935,Male,Medium,18 - 24
884763263013,Male,High,25 - 34
884763263036,Female,Medium,18 - 24
884763263037,Female,Medium,25 - 34
884763263042,Male,High,35 - 44
884763263043,Male,Medium,25 - 34
884763263044,Male,Low,25 - 34
884763263046,Male,Medium,25 - 34
884763263048,Male,Low,< 18
884763263052,Male,High,25 - 34
884763263053,Female,Low,35 - 44
884763263054,Female,Low,25 - 34
884763263057,Female,Low,18 - 24
884763263059,Male,Low,35 - 44
884763263062,Female,Low,25 - 34
884763263063,Female,Low,25 - 34
884763263068,Female,Low,18 - 24
884763263070,Female,Medium,25 - 34
884763263077,Female,Low,25 - 34
884763263079,Female,Medium,18 - 24
884763263080,Male,High,25 - 34
884763263082,Male,Medium,45 - 54
884763263085,Female,Medium,18 - 24
884763263095,Male,High,25 - 34
884763263100,Male,Low,35 - 44
884763263102,Female,Low,25 - 34
884763263105,Male,Low,25 - 34
884763263110,Male,Low,18 - 24
884763263113,Female,Low,< 18
884763263114,Female,Low,18 - 24
884763263116,Female,Medium,25 - 34
884763263120,Male,Low,18 - 24
884763263135,Female,Low,25 - 34
884763263139,Female,Low,25 - 34
884763263147,Male,Low,18 - 24
884763263163,Male,Medium,18 - 24
884763263189,Female,Low,< 18
884763263209,Male,Medium,25 - 34
884763263210,Female,Low,< 18
884763263225,Male,Low,25 - 34
884763263260,Female,Low,25 - 34
884763263262,Female,Low,25 - 34
884763263292,Male,Low,25 - 34
884763263316,Female,High,18 - 24
884763263346,Male,Medium,25 - 34
884763263348,Male,Low,18 - 24
884763263357,Female,Medium,25 - 34
884763263370,Male,High,18 - 24
884763263373,Female,Low,25 - 34
884763263413,Male,Low,25 - 34
884763263425,Female,Low,18 - 24
884763263501,Female,Low,25 - 34
893353197621,Female,High,< 18
893353197623,Male,Low,18 - 24
893353197627,Female,Medium,25 - 34
893353197628,Female,Low,18 - 24
893353197630,Male,Medium,25 - 34
893353197636,Male,Low,25 - 34
893353197639,Female,Low,25 - 34
893353197643,Female,Medium,18 - 24
893353197650,Male,Low,18 - 24
893353197652,Female,Low,18 - 24
893353197653,Female,Low,25 - 34
893353197654,Male,Medium,25 - 34
893353197656,Male,High,< 18
893353197662,Male,Medium,25 - 34
893353197666,Female,Low,25 - 34
893353197671,Female,Low,18 - 24
893353197679,Female,Low,25 - 34
893353197687,Male,Medium,25 - 34
893353197688,Female,Low,25 - 34
893353197689,Male,High,25 - 34
893353197690,Male,Medium,25 - 34
893353197693,Female,Medium,45 - 54
893353197698,Female,Low,25 - 34
893353197702,Male,Medium,18 - 24
893353197713,Male,Medium,35 - 44
893353197716,Male,Low,25 - 34
893353197724,Female,Medium,18 - 24
893353197746,Female,Low,18 - 24
893353197751,Male,High,18 - 24
893353197763,Female,Medium,25 - 34
893353197769,Female,Low,25 - 34
893353197778,Female,Medium,18 - 24
893353197779,Male,Low,18 - 24
893353197786,Female,Medium,< 18
893353197816,Male,Low,25 - 34
893353197819,Male,Low,25 - 34
893353197831,Female,Low,25 - 34
893353197896,Male,Medium,25 - 34
893353197901,Male,Medium,25 - 34
893353197903,Male,Medium,< 18
893353197904,Female,Low,18 - 24
893353197911,Female,High,< 18
893353197914,Female,Low,35 - 44
893353197920,Female,Low,45 - 54
893353197924,Female,Medium,25 - 34
893353197925,Male,Medium,18 - 24
893353197938,Female,Medium,25 - 34
893353197960,Female,Low,18 - 24
893353197967,Female,Medium,18 - 24
893353198034,Male,Low,< 18
893353198046,Female,Low,18 - 24
893353198058,Female,Medium,18 - 24
893353198068,Male,Low,18 - 24
893353198071,Female,Low,25 - 34
893353198077,Female,High,18 - 24
901943132183,Female,High,25 - 34
901943132194,Female,Medium,18 - 24
901943132206,Male,Low,25 - 34
901943132207,Male,Medium,< 18
901943132209,Male,Medium,18 - 24
901943132216,Female,Medium,25 - 34
901943132222,Female,Medium,25 - 34
901943132225,Male,Low,25 - 34
901943132226,Female,Low,< 18
901943132227,Female,Medium,25 - 34
901943132231,Female,Low,25 - 34
901943132235,Male,Low,< 18
901943132237,Male,Low,25 - 34
901943132243,Male,Low,25 - 34
901943132247,Female,High,55+
901943132249,Female,Low,25 - 34
901943132252,Male,Medium,18 - 24
901943132255,Female,High,18 - 24
901943132256,Male,Medium,25 - 34
901943132260,Female,Low,25 - 34
901943132270,Female,Low,25 - 34
901943132271,Male,Medium,25 - 34
901943132273,Male,Medium,35 - 44
901943132280,Male,Medium,35 - 44
901943132281,Male,Low,25 - 34
901943132288,Female,Medium,35 - 44
901943132293,Male,Low,18 - 24
901943132297,Male,Medium,35 - 44
901943132299,Female,Medium,18 - 24
901943132309,Male,Medium,25 - 34
901943132313,Male,Medium,35 - 44
901943132324,Female,Medium,< 18
901943132326,Male,High,25 - 34
901943132334,Female,Low,35 - 44
901943132336,Male,High,18 - 24
901943132342,Male,Low,35 - 44
901943132344,Male,Medium,25 - 34
901943132349,Female,Medium,18 - 24
901943132353,Male,Low,45 - 54
901943132354,Female,Medium,< 18
901943132386,Female,Medium,25 - 34
901943132387,Male,Medium,25 - 34
901943132401,Female,Low,18 - 24
901943132429,Female,High,18 - 24
901943132446,Female,Medium,18 - 24
901943132453,Male,Low,18 - 24
901943132502,Male,Medium,18 - 24
901943132575,Female,Low,18 - 24
901943132590,Female,Low,< 18
901943132593,Male,Low,18 - 24
901943132602,Male,High,25 - 34
901943132620,Male,Medium,< 18
901943132623,Female,High,18 - 24
901943132660,Female,Low,25 - 34
901943132694,Male,Low,< 18
910533066779,Female,Low,< 18
910533066790,Female,Medium,25 - 34
910533066799,Male,Low,18 - 24
910533066803,Male,Medium,35 - 44
910533066805,Male,Low,18 - 24
910533066807,Female,High,18 - 24
910533066809,Male,Medium,25 - 34
910533066810,Female,Medium,< 18
910533066818,Male,Medium,< 18
910533066819,Female,Low,25 - 34
910533066822,Female,Low,25 - 34
910533066825,Female,Low,18 - 24
910533066828,Male,High,35 - 44
910533066829,Male,Low,25 - 34
910533066831,Female,Low,25 - 34
910533066832,Female,Medium,25 - 34
910533066833,Male,Medium,25 - 34
910533066835,Female,Medium,25 - 34
910533066837,Female,Low,25 - 34
910533066838,Male,Medium,35 - 44
910533066839,Male,Medium,25 - 34
910533066841,Female,Medium,25 - 34
910533066843,Male,Medium,25 - 34
910533066846,Male,Medium,45 - 54
910533066847,Female,High,< 18
910533066849,Female,Low,< 18
910533066856,Male,Low,25 - 34
910533066860,Female,Low,< 18
910533066863,Female,Medium,25 - 34
910533066869,Male,Medium,45 - 54
910533066870,Male,High,25 - 34
910533066880,Male,Low,25 - 34
910533066892,Female,Medium,25 - 34
910533066910,Female,Medium,25 - 34
910533066916,Male,Low,25 - 34
910533066930,Male,Low,25 - 34
910533066931,Male,Medium,18 - 24
910533066932,Female,Medium,35 - 44
910533066941,Female,Medium,25 - 34
910533066960,Female,Low,25 - 34
910533066991,Female,Low,25 - 34
910533067009,Male,Medium,18 - 24
910533067034,Female,Low,18 - 24
910533067063,Female,High,18 - 24
910533067078,Female,Low,25 - 34
910533067096,Female,Low,25 - 34
910533067116,Female,Medium,< 18
910533067209,Male,Low,18 - 24
910533067233,Female,Low,18 - 24
910533067258,Male,Medium,25 - 34
919123001363,Male,Medium,25 - 34
919123001375,Male,Medium,25 - 34
919123001376,Female,Medium,25 - 34
919123001378,Male,High,< 18
919123001382,Female,Low,18 - 24
919123001391,Male,Medium,25 - 34
919123001398,Male,High,< 18
919123001399,Female,High,18 - 24
919123001401,Female,Low,< 18
919123001404,Female,Low,25 - 34
919123001407,Male,Low,35 - 44
919123001410,Male,Medium,18 - 24
919123001414,Female,Medium,18 - 24
919123001419,Male,Low,25 - 34
919123001420,Female,Low,25 - 34
919123001424,Female,Medium,25 - 34
919123001429,Female,Low,25 - 34
919123001437,Male,Medium,< 18
919123001450,Male,Low,25 - 34
919123001452,Female,Medium,18 - 24
919123001454,Female,Medium,35 - 44
919123001463,Female,Low,25 - 34
919123001464,Female,Medium,25 - 34
919123001468,Female,Low,25 - 34
919123001474,Male,Low,55+
919123001480,Male,Low,25 - 34
919123001485,Male,Medium,25 - 34
919123001499,Male,Low,45 - 54
919123001515,Male,Low,25 - 34
919123001516,Male,Low,35 - 44
919123001518,Female,Medium,18 - 24
919123001540,Female,Medium,18 - 24
919123001553,Female,Low,18 - 24
919123001562,Female,Low,< 18
919123001563,Female,Low,25 - 34
919123001595,Female,Medium,25 - 34
919123001604,Female,High,25 - 34
919123001625,Female,Low,18 - 24
919123001627,Female,Medium,< 18
919123001634,Male,Medium,35 - 44
919123001637,Female,Medium,< 18
919123001641,Female,Low,25 - 34
919123001644,Male,Low,25 - 34
919123001652,Female,Low,18 - 24
919123001729,Female,Medium,18 - 24
919123001743,Female,High,25 - 34
919123001750,Male,Medium,18 - 24
919123001752,Female,High,< 18
919123001756,Male,Medium,35 - 44
919123001781,Female,Low,< 18
919123001828,Female,Low,18 - 24
919123001850,Male,Low,25 - 34
919123001854,Male,Medium,< 18
919123001891,Female,Medium,25 - 34
927712935986,Female,Low,25 - 34
927712935987,Male,High,25 - 34
927712935989,Female,Low,25 - 34
927712935990,Male,High,25 - 34
927712935991,Male,Medium,55+
927712935999,Female,Low,35 - 44
927712936001,Female,Low,25 - 34
927712936003,Female,Medium,25 - 34
927712936004,Female,Medium,< 18
927712936006,Male,Medium,55+
927712936007,Female,Low,< 18
927712936009,Female,Low,25 - 34
927712936010,Female,High,25 - 34
927712936011,Male,Low,35 - 44
927712936013,Female,Low,25 - 34
927712936014,Female,Medium,18 - 24
927712936015,Female,Low,25 - 34
927712936016,Male,Medium,25 - 34
927712936017,Male,Medium,25 - 34
927712936018,Male,Medium,25 - 34
927712936022,Male,Low,25 - 34
927712936023,Male,Low,25 - 34
927712936024,Male,Low,25 - 34
927712936025,Female,Low,18 - 24
927712936031,Male,Low,35 - 44
927712936033,Female,Medium,25 - 34
927712936035,Female,Low,< 18
927712936036,Female,Low,18 - 24
927712936037,Male,Medium,25 - 34
927712936038,Male,Medium,25 - 34
927712936039,Female,Medium,25 - 34
927712936042,Female,Medium,25 - 34
927712936047,Female,High,35 - 44
927712936048,Male,Medium,25 - 34
927712936050,Female,Low,25 - 34
927712936054,Female,Low,25 - 34
927712936058,Male,Medium,25 - 34
927712936061,Male,Low,25 - 34
927712936062,Female,Medium,25 - 34
927712936063,Female,Medium,35 - 44
927712936066,Male,Low,35 - 44
927712936070,Female,Medium,18 - 24
927712936080,Female,Medium,25 - 34
927712936083,Female,Low,< 18
927712936091,Male,Medium,25 - 34
927712936097,Female,Medium,25 - 34
927712936099,Female,Low,25 - 34
927712936102,Female,Medium,25 - 34
927712936104,Male,High,18 - 24
927712936105,Female,Low,< 18
927712936109,Female,Medium,45 - 54
927712936110,Female,Low,< 18
927712936116,Male,Low,25 - 34
927712936126,Female,Medium,25 - 34
927712936128,Male,Medium,25 - 34
927712936135,Male,Low,18 - 24
927712936137,Female,Medium,18 - 24
927712936139,Female,Low,18 - 24
927712936148,Male,Medium,35 - 44
927712936150,Female,Low,< 18
927712936151,Male,Medium,18 - 24
927712936155,Female,High,18 - 24
927712936157,Male,Medium,25 - 34
927712936162,Female,Medium,18 - 24
927712936163,Female,Low,25 - 34
927712936169,Male,Low,25 - 34
927712936172,Female,Low,< 18
927712936217,Male,Low,25 - 34
927712936226,Female,Low,18 - 24
927712936238,Male,Low,18 - 24
927712936239,Female,Low,18 - 24
927712936252,Female,Low,25 - 34
927712936292,Female,High,18 - 24
927712936301,Male,Low,18 - 24
927712936309,Female,Medium,18 - 24
927712936318,Female,Medium,25 - 34
927712936329,Male,Medium,25 - 34
927712936334,Female,Low,< 18
927712936339,Female,Low,25 - 34
927712936349,Female,Low,25 - 34
927712936360,Male,High,25 - 34
927712936367,Female,Low,25 - 34
927712936414,Male,Low,35 - 44
927712936428,Male,Low,35 - 44
927712936437,Male,Medium,25 - 34
927712936460,Female,Low,18 - 24
927712936473,Male,Medium,25 - 34
927712936477,Male,Medium,25 - 34
927712936489,Male,High,25 - 34
936302870563,Male,Medium,25 - 34
936302870574,Female,Medium,35 - 44
936302870576,Male,Medium,25 - 34
936302870579,Female,High,< 18
936302870583,Female,Low,18 - 24
936302870588,Male,Medium,25 - 34
936302870590,Female,Low,25 - 34
936302870592,Female,Low,18 - 24
936302870594,Male,Low,25 - 34
936302870596,Male,Low,25 - 34
936302870597,Female,High,25 - 34
936302870599,Female,Medium,25 - 34
936302870600,Male,Low,25 - 34
936302870603,Female,Medium,25 - 34
936302870604,Male,Medium,25 - 34
936302870606,Female,Medium,18 - 24
936302870608,Female,Medium,18 - 24
936302870612,Female,Medium,18 - 24
936302870614,Male,Low,45 - 54
936302870620,Female,Low,25 - 34
936302870622,Male,Low,25 - 34
936302870623,Male,Low,35 - 44
936302870625,Female,High,25 - 34
936302870627,Female,Low,< 18
936302870628,Female,Low,18 - 24
936302870635,Male,Medium,45 - 54
936302870638,Female,Low,25 - 34
936302870641,Female,Medium,25 - 34
936302870643,Male,Medium,25 - 34
936302870645,Female,Medium,18 - 24
936302870652,Female,Low,25 - 34
936302870664,Male,Medium,18 - 24
936302870665,Male,Medium,25 - 34
936302870667,Female,Medium,25 - 34
936302870668,Male,Low,18 - 24
936302870676,Female,Medium,< 18
936302870691,Male,Medium,25 - 34
936302870700,Female,Medium,25 - 34
936302870704,Male,Low,25 - 34
936302870705,Female,High,< 18
936302870707,Female,Medium,18 - 24
936302870735,Female,Low,25 - 34
936302870778,Female,Low,35 - 44
936302870788,Male,Medium,18 - 24
936302870807,Male,Low,< 18
936302870838,Male,Low,< 18
936302870889,Female,Low,25 - 34
936302870904,Female,Low,25 - 34
936302870913,Male,Low,18 - 24
936302870917,Female,Low,25 - 34
936302870923,Female,Low,< 18
936302870955,Female,Medium,18 - 24
936302870956,Female,Low,25 - 34
936302870957,Female,Medium,25 - 34
936302870961,Male,High,18 - 24
936302870974,Male,Low,18 - 24
936302870980,Male,Medium,25 - 34
936302870990,Female,Low,25 - 34
936302871012,Female,Low,18 - 24
936302871016,Male,Low,18 - 24
936302871028,Female,Low,18 - 24
936302871036,Female,High,18 - 24
944892805174,Male,High,25 - 34
944892805178,Male,Medium,25 - 34
944892805182,Male,Low,25 - 34
944892805184,Male,Low,25 - 34
944892805185,Male,Low,25 - 34
944892805190,Female,Low,25 - 34
944892805191,Female,Low,35 - 44
944892805192,Male,Medium,25 - 34
944892805194,Female,Medium,18 - 24
944892805195,Male,Low,25 - 34
944892805201,Female,Medium,25 - 34
944892805202,Male,Medium,25 - 34
944892805203,Male,Medium,25 - 34
944892805207,Female,Low,25 - 34
944892805209,Female,Medium,25 - 34
944892805214,Male,Medium,25 - 34
944892805215,Female,High,18 - 24
944892805221,Male,High,18 - 24
944892805222,Female,Medium,18 - 24
944892805223,Female,Low,< 18
944892805224,Male,Medium,35 - 44
944892805227,Male,Low,35 - 44
944892805234,Female,Low,25 - 34
944892805235,Female,Low,25 - 34
944892805243,Female,Low,< 18
944892805244,Male,Low,25 - 34
944892805245,Female,Medium,< 18
944892805246,Female,Medium,< 18
944892805247,Female,High,18 - 24
944892805258,Female,Low,25 - 34
944892805261,Male,Medium,25 - 34
944892805263,Female,Low,< 18
944892805271,Female,Medium,25 - 34
944892805273,Male,Low,25 - 34
944892805275,Female,Medium,25 - 34
944892805277,Female,High,25 - 34
944892805296,Male,Medium,18 - 24
944892805312,Male,Medium,25 - 34
944892805314,Female,Medium,25 - 34
944892805318,Female,Low,18 - 24
944892805321,Female,Medium,25 - 34
944892805336,Male,High,< 18
944892805348,Male,Medium,35 - 44
944892805349,Male,Medium,35 - 44
944892805350,Male,Low,18 - 24
944892805358,Female,Low,25 - 34
944892805364,Male,Medium,25 - 34
944892805387,Female,Medium,25 - 34
944892805397,Male,Low,25 - 34
944892805408,Male,Low,25 - 34
944892805442,Female,Low,25 - 34
944892805454,Male,Low,18 - 24
944892805483,Female,Medium,18 - 24
944892805491,Female,Low,25 - 34
944892805494,Male,High,25 - 34
944892805504,Male,Low,35 - 44
944892805518,Female,Low,18 - 24
944892805551,Female,Medium,18 - 24
944892805577,Female,Low,18 - 24
944892805584,Male,Low,25 - 34
944892805624,Male,Low,< 18
944892805629,Male,Medium,25 - 34
944892805653,Female,Medium,25 - 34
953482739749,Female,Medium,18 - 24
953482739762,Male,Medium,25 - 34
953482739771,Male,High,25 - 34
953482739772,Female,High,25 - 34
953482739775,Male,High,18 - 24
953482739776,Male,Medium,25 - 34
953482739777,Male,Low,< 18
953482739778,Male,Medium,25 - 34
953482739782,Male,High,18 - 24
953482739784,Female,High,25 - 34
953482739785,Male,Medium,35 - 44
953482739789,Male,Medium,18 - 24
953482739790,Male,Medium,25 - 34
953482739791,Female,Medium,25 - 34
953482739792,Female,Low,35 - 44
953482739793,Female,Low,18 - 24
953482739797,Male,Medium,25 - 34
953482739798,Female,Medium,25 - 34
953482739804,Male,Low,< 18
953482739805,Male,Medium,25 - 34
953482739806,Female,Medium,25 - 34
953482739807,Male,Low,25 - 34
953482739811,Female,Medium,25 - 34
953482739813,Male,Medium,35 - 44
953482739818,Female,Medium,18 - 24
953482739821,Female,Low,25 - 34
953482739832,Male,Medium,25 - 34
953482739836,Female,Medium,25 - 34
953482739851,Female,Medium,18 - 24
953482739859,Male,Medium,25 - 34
953482739861,Female,Low,25 - 34
953482739866,Female,Low,18 - 24
953482739872,Female,Medium,25 - 34
953482739873,Male,Medium,25 - 34
953482739883,Female,Medium,18 - 24
953482739889,Female,High,35 - 44
953482739890,Female,Low,< 18
953482739901,Female,Low,25 - 34
953482739904,Female,Medium,25 - 34
953482739906,Female,Medium,18 - 24
953482739918,Female,Low,25 - 34
953482739928,Male,Low,25 - 34
953482739958,Female,Low,18 - 24
953482739961,Female,Low,< 18
953482739966,Male,Low,18 - 24
953482739973,Female,Low,18 - 24
953482739984,Female,Medium,< 18
953482739987,Female,Medium,< 18
953482739995,Male,Low,55+
953482740012,Male,Low,35 - 44
953482740077,Male,Medium,25 - 34
953482740080,Female,Medium,< 18
953482740086,Male,Low,18 - 24
953482740091,Male,Medium,18 - 24
953482740094,Male,Medium,25 - 34
953482740109,Male,Low,18 - 24
953482740110,Female,Low,25 - 34
953482740111,Male,Low,< 18
953482740133,Male,Low,35 - 44
953482740143,Female,Low,18 - 24
953482740157,Female,Medium,18 - 24
953482740168,Female,Medium,18 - 24
953482740177,Female,Low,< 18
953482740189,Male,Medium,18 - 24
953482740231,Male,High,18 - 24
962072674340,Male,Low,25 - 34
962072674352,Male,High,< 18
962072674354,Female,Low,25 - 34
962072674355,Female,Low,25 - 34
962072674357,Female,Medium,25 - 34
962072674361,Male,Low,18 - 24
962072674372,Male,Medium,18 - 24
962072674374,Male,Medium,25 - 34
962072674378,Male,Low,25 - 34
962072674383,Female,Medium,25 - 34
962072674385,Male,Low,25 - 34
962072674386,Female,Medium,25 - 34
962072674387,Female,Low,18 - 24
962072674388,Male,Medium,25 - 34
962072674391,Female,Low,45 - 54
962072674392,Male,Medium,35 - 44
962072674397,Male,Medium,< 18
962072674401,Male,Low,25 - 34
962072674402,Female,Medium,18 - 24
962072674403,Female,Medium,25 - 34
962072674406,Male,Medium,25 - 34
962072674407,Female,Medium,25 - 34
962072674430,Male,Medium,< 18
962072674431,Female,Medium,18 - 24
962072674432,Male,Low,35 - 44
962072674434,Male,Medium,25 - 34
962072674435,Male,Medium,45 - 54
962072674438,Male,Medium,35 - 44
962072674442,Male,Low,< 18
962072674456,Male,Medium,25 - 34
962072674461,Female,Low,18 - 24
962072674462,Male,Low,25 - 34
962072674468,Male,Low,25 - 34
962072674474,Female,High,18 - 24
962072674475,Male,Low,25 - 34
962072674485,Male,Low,25 - 34
962072674489,Male,Medium,18 - 24
962072674500,Female,High,25 - 34
962072674502,Female,Low,25 - 34
962072674524,Female,Low,25 - 34
962072674536,Female,Low,< 18
962072674538,Female,Low,18 - 24
962072674544,Male,Low,18 - 24
962072674558,Male,Low,25 - 34
962072674591,Male,Medium,25 - 34
962072674620,Male,Low,18 - 24
962072674683,Female,Medium,18 - 24
962072674708,Male,Medium,18 - 24
962072674740,Female,Medium,18 - 24
962072674741,Male,Medium,35 - 44
962072674859,Male,Medium,< 18
970662608943,Female,Low,25 - 34
970662608948,Male,Medium,25 - 34
970662608950,Male,Medium,25 - 34
970662608952,Male,Medium,25 - 34
970662608958,Female,Medium,18 - 24
970662608959,Male,High,25 - 34
970662608962,Female,Low,18 - 24
970662608963,Male,Low,25 - 34
970662608964,Male,Medium,25 - 34
970662608969,Male,Low,35 - 44
970662608970,Female,Medium,25 - 34
970662608972,Female,Medium,25 - 34
970662608974,Male,Low,25 - 34
970662608978,Female,Low,18 - 24
970662608979,Female,Low,18 - 24
970662608982,Female,Medium,25 - 34
970662608985,Female,Low,25 - 34
970662608986,Female,Medium,25 - 34
970662608987,Male,Medium,18 - 24
970662608996,Female,Medium,25 - 34
970662608997,Male,Low,25 - 34
970662608998,Male,Low,25 - 34
970662608999,Male,High,25 - 34
970662609000,Male,Medium,18 - 24
970662609002,Male,Medium,35 - 44
970662609010,Male,Low,25 - 34
970662609015,Male,High,25 - 34
970662609017,Female,Medium,25 - 34
970662609019,Male,Medium,25 - 34
970662609030,Female,Medium,18 - 24
970662609037,Male,Medium,25 - 34
970662609038,Female,Low,25 - 34
970662609042,Female,Medium,18 - 24
970662609055,Male,Medium,25 - 34
970662609063,Female,Low,25 - 34
970662609064,Female,Low,< 18
970662609068,Female,Medium,18 - 24
970662609076,Male,Low,18 - 24
970662609077,Male,Medium,25 - 34
970662609078,Male,Low,18 - 24
970662609080,Male,Low,18 - 24
970662609086,Female,High,18 - 24
970662609107,Female,Low,35 - 44
970662609148,Female,Medium,25 - 34
970662609170,Female,Medium,25 - 34
970662609193,Male,Medium,25 - 34
970662609252,Female,Low,18 - 24
970662609275,Male,Low,25 - 34
970662609289,Female,Low,25 - 34
970662609291,Female,Medium,< 18
970662609308,Male,Low,35 - 44
970662609340,Female,Low,18 - 24
970662609344,Male,Low,25 - 34
970662609366,Male,Low,25 - 34
970662609405,Male,Low,35 - 44
970662609408,Female,High,18 - 24
970662609448,Female,Medium,18 - 24
970662609455,Female,Low,18 - 24
979252543535,Male,Low,25 - 34
979252543543,Female,High,18 - 24
979252543545,Female,Low,18 - 24
979252543549,Male,Low,45 - 54
979252543554,Male,High,25 - 34
979252543556,Female,High,< 18
979252543557,Female,Low,35 - 44
979252543559,Female,Low,< 18
979252543561,Female,High,< 18
979252543562,Female,Low,25 - 34
979252543563,Female,Medium,25 - 34
979252543565,Male,Low,25 - 34
979252543567,Male,Medium,25 - 34
979252543573,Male,Low,25 - 34
979252543574,Male,Medium,25 - 34
979252543575,Male,Low,25 - 34
979252543578,Male,Medium,25 - 34
979252543579,Female,Medium,25 - 34
979252543580,Male,Low,18 - 24
979252543584,Female,Low,25 - 34
979252543585,Female,Medium,25 - 34
979252543589,Male,High,25 - 34
979252543600,Female,Medium,18 - 24
979252543622,Male,Low,25 - 34
979252543628,Female,Medium,25 - 34
979252543629,Male,Low,18 - 24
979252543633,Female,Low,18 - 24
979252543637,Male,Medium,35 - 44
979252543645,Male,Medium,25 - 34
979252543648,Male,Low,45 - 54
979252543658,Female,Low,25 - 34
979252543660,Female,Medium,18 - 24
979252543663,Male,Low,25 - 34
979252543667,Female,Low,18 - 24
979252543671,Female,High,< 18
979252543672,Male,Medium,25 - 34
979252543674,Female,Medium,18 - 24
979252543675,Male,Medium,25 - 34
979252543676,Male,High,25 - 34
979252543678,Female,Low,25 - 34
979252543681,Female,Medium,25 - 34
979252543694,Female,High,18 - 24
979252543734,Female,Low,25 - 34
979252543743,Male,High,25 - 34
979252543819,Female,Low,< 18
979252543840,Male,Low,25 - 34
979252543850,Female,Low,55+
979252543872,Female,Medium,25 - 34
979252543887,Female,Medium,25 - 34
979252543903,Male,Low,25 - 34
979252543913,Male,Low,18 - 24
979252543929,Female,Low,25 - 34
979252543931,Male,Low,18 - 24
979252543945,Female,Low,< 18
979252543992,Male,Low,25 - 34
979252544014,Male,Low,25 - 34
987842478147,Male,High,25 - 34
987842478153,Female,Low,35 - 44
987842478157,Male,Medium,18 - 24
987842478160,Female,High,25 - 34
987842478163,Female,Medium,25 - 34
987842478164,Male,Low,35 - 44
987842478166,Male,Medium,35 - 44
987842478179,Male,Low,25 - 34
987842478180,Female,Medium,25 - 34
987842478183,Male,Low,25 - 34
987842478184,Male,Low,25 - 34
987842478187,Female,Low,25 - 34
987842478195,Male,Low,18 - 24
987842478196,Female,Medium,35 - 44
987842478198,Female,Medium,25 - 34
987842478203,Male,Medium,25 - 34
987842478204,Female,Low,25 - 34
987842478214,Male,Low,25 - 34
987842478224,Female,Medium,25 - 34
987842478227,Female,High,18 - 24
987842478231,Female,Medium,45 - 54
987842478240,Female,Medium,25 - 34
987842478242,Female,Medium,18 - 24
987842478255,Male,Medium,35 - 44
987842478256,Female,Low,25 - 34
987842478261,Female,Low,< 18
987842478265,Female,Medium,18 - 24
987842478267,Female,Medium,18 - 24
987842478271,Male,Low,25 - 34
987842478274,Female,Medium,18 - 24
987842478280,Female,Medium,< 18
987842478288,Female,Medium,18 - 24
987842478289,Female,Low,25 - 34
987842478303,Male,Low,25 - 34
987842478304,Female,Low,18 - 24
987842478335,Female,Low,25 - 34
987842478337,Female,Low,18 - 24
